"","State","Report_year","unemployment_rate","Assaults","Assaults_percapita","Crimes_percapita","Homicides","Homicides_Percapita","Population","Rapes","Rapes_percapita","Robberies","Robberies_percapita","Violent_crimes","total_crime_rate","assault_rate","rape_rate","robbery_rate","homicide_rate"
"211","Georgia","2010",10.5,3405,810.71,1368.8,93,22.14,420003,89,21.19,2162,514.76,5749,0.0136879974666848,0.00810708494939322,0.000211903248310131,0.0051475822791742,0.000221426989807216
"212","Georgia","2011",10.2,3518,826.73,1432.79,88,20.68,425533,148,34.78,2343,550.6,6097,0.0143279134638207,0.00826727891843876,0.000347799113112262,0.0055060359596083,0.000206799472661345
"213","Georgia","2012",9.2,3555,813.42,1379.05,83,18.99,437041,113,25.86,2276,520.77,6027,0.0137904681711784,0.00813424827418938,0.000258556977491814,0.00520774938735725,0.000189913532140005
"214","Georgia","2013",8.2,2965,657.4,1223.01,83,18.4,451020,105,23.28,2363,523.92,5516,0.012230056316793,0.00657398784976276,0.000232805640548091,0.00523923551062037,0.000184027315861824
"215","Georgia","2014",7.1,3004,661.15,1227.43,93,20.47,454363,151,33.23,2329,512.59,5577,0.0122743269148236,0.0066114538375704,0.000332333398626209,0.00512585751920821,0.000204682159418791
"216","Georgia","2015",5.9,2944,633.51,1119.62,94,20.23,464710,170,36.58,1995,429.3,5203,0.0111962299068236,0.0063351337393213,0.000365819543371135,0.00429299993544361,0.000202276688687569
"217","Hawaii","1980",5,398,52.23,322.3,65,8.53,762020,264,34.64,1729,226.9,2456,0.00322301251935645,0.000522296002729587,0.00034644759980053,0.00226896931839059,8.52995984357366e-05
"218","Hawaii","1981",5.4,340,43.97,254.1,40,5.17,773331,265,34.27,1320,170.69,1965,0.00254095594253948,0.000439656498963574,0.00034267344772161,0.00170690170185858,5.17242939957146e-05
"219","Hawaii","1982",6.3,400,50.94,273.95,25,3.18,785181,269,34.26,1457,185.56,2151,0.00273949573410462,0.000509436677657763,0.000342596165724846,0.0018556230983684,3.18397923536102e-05
"220","Hawaii","1983",6.2,599,74.13,264.33,45,5.57,808092,249,30.81,1243,153.82,2136,0.00264326339080204,0.000741252233656564,0.000308133232354732,0.00153819119605193,5.5686728738807e-05
"221","Hawaii","1984",5.7,553,68.21,240.51,25,3.08,810772,255,31.45,1117,137.77,1950,0.00240511512484398,0.000682065981558317,0.000314515054787289,0.0013776992792055,3.08348092928715e-05
"222","Hawaii","1985",5.4,552,67.56,220.42,36,4.41,817083,248,30.35,965,118.1,1801,0.00220418243923812,0.000675573962498302,0.000303518736774599,0.00118103056849794,4.40591714672806e-05
"223","Hawaii","1986",4.8,737,89.52,252.15,46,5.59,823306,241,29.27,1052,127.78,2076,0.00252154120096295,0.000895171418646287,0.000292722268512558,0.00127777521359009,5.58723002140152e-05
"224","Hawaii","1987",3.8,915,109.89,271.19,36,4.32,832614,322,38.67,985,118.3,2258,0.00271194094742582,0.00109894861244226,0.000386733828640883,0.00118302118388593,4.32373224567447e-05
"225","Hawaii","1988",3.2,1042,124.25,260.66,28,3.34,838656,283,33.74,833,99.33,2186,0.00260655143467643,0.00124246413308913,0.000337444673382173,0.000993255876068376,3.33867521367521e-05
"226","Hawaii","1989",2.5,1044,122.97,255.02,43,5.07,848959,269,31.69,809,95.29,2165,0.00255018204648281,0.00122974136560187,0.000316858646884007,0.000952931767022907,5.06502669740235e-05
"227","Hawaii","1990",2.7,1211,144.82,288.44,34,4.07,836231,278,33.24,889,106.31,2412,0.00288437046701211,0.00144816444260019,0.000332444025634065,0.00106310337693771,4.06586218401375e-05
"228","Hawaii","1991",2.9,894,104.39,240.3,29,3.39,856432,275,32.11,860,100.42,2058,0.00240299288209689,0.00104386571263101,0.00032109963196144,0.00100416612177032,3.38614157341155e-05
